0 0 0 BB.C..DD.COP.AAQOPEEFQOPG.FQ..G..RRR  
1 1 0 .BBC..DD.COP.AAQOPEEFQOPG.FQ..G..RRR B99  
1 1 0 BB.CO.DD.COP.AAQOPEEFQ.PG.FQ..G..RRR O99  
1 1 0 BB.C..DD.COPAA.QOPEEFQOPG.FQ..G..RRR A99  
1 1 0 BB.C..DD.COP.AAQOPEEFQOPG.FQ..GRRR.. R98  
1 1 0 BB.C..DD.CO..AAQOPEEFQOPG.FQ.PG..RRR P99  
1 1 0 BB.C...DDCOP.AAQOPEEFQOPG.FQ..G..RRR D99  
1 1 0 BB.C.PDD.COP.AAQOPEEFQO.G.FQ..G..RRR P99  
1 1 0 BB.C..DD.C.P.AAQOPEEFQOPG.FQO.G..RRR O99  
1 1 0 BB.C..DD.COP.AAQOPEEFQOPG.FQ..G.RRR. R99  
1 1 0 BB.C..DD.COP.AAQOPEE.QOPG.FQ..G.FRRR F99  
2 2 0 .BBC..DD.COPAA.QOPEEFQOPG.FQ..G..RRR A99 B99  
2 2 0 .BBC..DD.COP.AAQOPEEFQOPG.FQ..GRRR.. R98 B99  
2 2 0 BB.C..DD.COPAA.QOPEE.QOPG.FQ..G.FRRR F99 A99  
2 2 0 BB.C..DD.COPAA.QOPEEFQOPG.FQ..GRRR.. R98 A99  
2 2 0 BB.C..DD.CO..AAQO.EEFQOPG.FQ.PG.RRRP P98 R99  
2 2 0 BB.C..DD.COP.AAQOP.EEQOPG.FQ..G.FRRR E99 F99  
2 2 0 BBFC..DDFCOPAA.QOPEE.QOPG..Q..G..RRR F97 A99  
2 2 0 .BBC..DD.CO..AAQOPEEFQOPG.FQ.PG..RRR P99 B99  
2 2 0 BB.C..DDFCOPAAFQOPEE.QOPG..Q..G..RRR F98 A99  
2 2 0 BB.C..DD.COPAAFQOPEEFQOPG..Q..G..RRR F99 A99  
2 2 0 .BBC.PDD.COP.AAQOPEEFQO.G.FQ..G..RRR P99 B99  
2 2 0 BB.CO.DD.COP.AAQOPEEFQ.PG.FQ..GRRR.. R98 O99  
2 2 0 BB.C..DD.CO.AA.QOPEEFQOPG.FQ.PG..RRR P99 A99  
2 2 0 BB.C.PDD.COPAA.QOPEEFQO.G.FQ..G..RRR P99 A99  
2 2 0 .BBC..DD.C.P.AAQOPEEFQOPG.FQO.G..RRR O99 B99  
2 2 0 BB.C..DD.C.PAA.QOPEEFQOPG.FQO.G..RRR O99 A99  
2 2 0 BB.C...DDCOPAA.QOPEEFQOPG.FQ..G..RRR D99 A99  
2 2 0 .BBCO.DD.COP.AAQOPEEFQ.PG.FQ..G..RRR O99 B99  
2 2 0 BB.CO.DD.COP.AAQOPEEFQ.PG.FQ..G.RRR. R99 O99  
2 2 0 BB.C..DD.CO..AAQO.EEFQOPG.FQ.PGRRR.P P98 R98  
2 2 0 BB.C..DD.C.P.AAQOPEE.QOPG.FQO.G.FRRR F99 O99  
2 2 0 BB.C..DD.C.P.AAQOPEEFQOPG.FQO.G.RRR. R99 O99  
2 2 0 BB.CO.DD.COP.AAQOPEE.Q.PG.FQ..G.FRRR F99 O99  
2 2 0 BB.C.PDD.COP.AAQOPEE.QO.G.FQ..G.FRRR F99 P99  
2 2 0 BB.C.PDD.C.P.AAQOPEEFQO.G.FQO.G..RRR O99 P99  
2 2 0 .BBC...DDCOP.AAQOPEEFQOPG.FQ..G..RRR D99 B99  
2 2 0 BB.CO.DD.COPAA.QOPEEFQ.PG.FQ..G..RRR A99 O99  
2 2 0 BB.C...DDCOP.AAQOPEE.QOPG.FQ..G.FRRR F99 D99  
2 2 0 BB.C.P.DDCOP.AAQOPEEFQO.G.FQ..G..RRR P99 D99  
2 2 0 BB.CO.DD.CO..AAQOPEEFQ.PG.FQ.PG..RRR P99 O99  
2 2 0 BB.C...DDC.P.AAQOPEEFQOPG.FQO.G..RRR O99 D99  
2 2 0 BB.C..DD.CO..AAQOPEE.QOPG.FQ.PG.FRRR F99 P99  
2 2 0 BB.COPDD.COP.AAQOPEEFQ..G.FQ..G..RRR P99 O99  
2 2 0 BB.C..DD.C...AAQOPEEFQOPG.FQOPG..RRR O99 P99  
2 2 0 BB.C..DD.CO..AAQOPEEFQOPG.FQ.PG.RRR. R99 P99  
2 2 0 BB.C.PDD.COP.AAQOPEEFQO.G.FQ..G.RRR. R99 P99  
2 2 0 BB.C...DDCO..AAQOPEEFQOPG.FQ.PG..RRR D99 P99  
2 2 0 BB.CO..DDCOP.AAQOPEEFQ.PG.FQ..G..RRR D99 O99  
2 2 0 BB.C..DD.CO..AAQOPEEFQOPG.FQ.PGRRR.. P99 R98  
2 2 0 BB.C.PDD.COP.AAQOPEEFQO.G.FQ..GRRR.. P99 R98  
2 2 0 .BBC..DD.COP.AAQOPEEFQOPG.FQ..G.RRR. R99 B99  
2 2 0 BB.C..DD.C.P.AAQ.PEEFQOPG.FQO.GRRRO. O98 R98  
2 2 0 BB.C...DDCOP.AAQOPEEFQOPG.FQ..G.RRR. R99 D99  
2 2 0 BB.C..DD.C.P.AAQOPEEFQOPG.FQO.GRRR.. O99 R98  
2 2 0 .BBC..DD.COP.AAQOPEE.QOPG.FQ..G.FRRR F99 B99  
2 2 0 BB.C...DDCOP.AAQOPEEFQOPG.FQ..GRRR.. D99 R98  
2 2 0 BB.C..DD.COPAA.QOPEEFQOPG.FQ..G.RRR. R99 A99  
8 8 0 GBBCO.GDDCO.AA.QOP.EEQ.P..FQ.P..FRRR O99 A99 G96 E99 D99 F99 P99 B99  
8 8 0 BB.C.PGDDCOPGAAQOPEEFQO...FQ....RRR. R99 F98 E98 G97 E99 D99 F99 P99  
8 8 0 .BBC..GDDCOPGAAQOPEEFQOP..FQ..RRR... R97 F98 E98 G97 E99 F99 D99 B99  
8 8 0 BBFCOPDDFCOP.AAQOPGEEQ..G..Q..RRR... O99 P99 A98 R97 G99 E99 F97 A99  
8 8 0 .BBC..GDDCOPGAAQOPEEFQOP..FQ...RRR.. R98 F98 E98 G97 E99 F99 D99 B99  
8 8 0 BBFC..DDFCO.GAA.O.GEEQOP...Q.PRRRQ.P Q99 P98 R97 G98 E99 A98 F97 A99  
8 8 0 BBFC..DDFC..GAAQ..GEEQOP...QOPRRR.OP O98 P98 R97 G98 E99 A98 F97 A99  
8 8 0 BBFCO.DDFCO.GAAQO.GEEQ.P...Q.PRRR..P O99 P98 R97 G98 E99 A98 F97 A99  
8 8 0 BBFC..DDFC..GAAQO.GEEQOP...QOPRRR..P O99 P98 R97 G98 E99 A98 F97 A99  
8 8 0 BBFC..DDFC.P.AA..PGEEQOPG..QO.RRRQO. O98 Q99 A98 R97 G99 E99 F97 A99  
8 8 0 BBFCO.DDFCOP.AA.OPGEEQ.PG..Q..RRRQ.. O99 Q99 A98 R97 G99 E99 F97 A99  
8 8 0 GBBC.PGDDCOPAA.QOPEE.QO...FQ....FRRR A99 E98 G96 D99 E99 F99 P99 B99  
8 8 0 .BBCO.GDDCOPGAAQOPEEFQ.P..FQ.....RRR B99 F98 E98 G97 D99 O99 E99 F99  
8 8 0 GBBCO.GDDCOPAA.QOPEE.Q.P..FQ....FRRR E98 A99 G96 D99 E99 F99 O99 B99  
8 8 0 BBFCO.DDFCO.GAAQO.GEEQ.P...Q.P.RRR.P G98 A98 E99 F97 A99 P98 R98 O99  
8 8 0 BBFC..DDFC.P.AA.OPGEEQOPG..QO.RRRQ.. O99 Q99 A98 R97 G99 E99 F97 A99  
8 8 0 BBFC..DDFC.PGAA..PGEEQOP...QO.RRRQO. Q99 O98 R97 G98 E99 A98 F97 A99  
8 8 0 GBBC.PGDDCOP.AAQOPEEFQO...FQ.....RRR F98 E98 G96 D99 E99 F99 P99 B99  
8 8 0 BBFC..DDFC.PGAA.OPGEEQOP...QO.RRRQ.. Q99 O99 R97 G98 E99 A98 F97 A99  
8 8 0 GBBCOPGDDCOP.AAQOPEE.Q....FQ....FRRR O99 E98 G96 D99 E99 F99 P99 B99  
8 8 0 BB.CO.GDDCOPGAAQOPEEFQ.P..FQ....RRR. R99 F98 E98 G97 D99 O99 E99 F99  
8 8 0 GBBCOPGDDCOPAA.QOP.EEQ....FQ....FRRR O99 A99 G96 D99 E99 F99 P99 B99  
8 8 0 BBF...DDFCOP.AACOPGEEQOPG..Q..RRRQ.. C99 Q99 A98 R97 G99 E99 F97 A99  
8 8 0 BBFCO.DDFCOPGAA.OPGEEQ.P...Q..RRRQ.. Q99 O99 R97 G98 E99 A98 F97 A99  
8 8 0 BB.COPGDDCOPGAAQOPEEFQ....FQ.....RRR P99 F98 E98 G97 D99 O99 E99 F99  
8 8 0 BB.CO.GDDCO.GAAQOPEEFQ.P..FQ.P...RRR P99 F98 E98 G97 D99 O99 E99 F99  
8 8 0 BBFC.PDDFC.P.AAQOPGEEQO.G..QO..RRR.. G99 E99 A98 F97 R98 O99 P99 A99  
8 8 0 .BBCOPDDFCOPAAFQOPGEEQ..G..Q...RRR.. R98 G99 B99 E99 F98 O99 P99 A99  
8 8 0 BB.C..GDDCO.GAAQO.EEFQOP..FQ.P..RRRP P98 R99 F98 E98 G97 D99 E99 F99  
8 8 0 BB.C..GDDCOPGAA.OPEEFQOP..FQ..RRRQ.. Q99 R97 F98 E98 G97 D99 E99 F99  
8 8 0 .BBCO.DDFCO.AAFQO.GEEQ.PG..Q.P..RRRP P98 G99 E99 F98 O99 R99 A99 B99  
8 8 0 .BBCO.DDFCO.AAFQO.GEEQ.PG..Q.P.RRR.P O99 P98 G99 E99 F98 R98 A99 B99  
8 8 0 .BBC.PDDFC.PAAFQOPGEEQO.G..QO..RRR.. B99 P99 G99 E99 R98 O99 F98 A99  
8 8 0 .BBC.PGDDC.PGAAQOPEE.QO...FQO...FRRR B99 E98 G97 D99 E99 P99 F99 O99  
8 8 0 BB.C..GDDC.PGAAQOPEEFQOP..FQO.RRR... R97 O99 F98 E98 G97 D99 E99 F99  
8 8 0 BB.C..GDDCO.GAAQOPEEFQOP..FQ.PRRR... R97 P99 F98 E98 G97 D99 E99 F99  
8 8 0 .BBC..DDFCO.AAF.OPGEEQOPG..Q.PRRRQ.. P99 Q99 R97 G99 E99 F98 A99 B99  
8 8 0 BB.C..GDDC.PGAAQOPEEFQOP..FQO..RRR.. R98 O99 F98 E98 G97 D99 E99 F99  
8 8 0 BB.C..GDDCO.GAAQOPEEFQOP..FQ.P.RRR.. R98 P99 F98 E98 G97 D99 E99 F99  
8 8 0 BB.C..GDDC.PGAAQOPEEFQOP..FQO...RRR. O99 R99 F98 E98 G97 D99 E99 F99  
8 8 0 BB.C..GDDCO.GAAQOPEEFQOP..FQ.P..RRR. P99 R99 F98 E98 G97 D99 E99 F99  
8 8 0 BB.C..GDDCO.GAAQO.EEFQOP..FQ.PRRR..P P98 R97 F98 E98 G97 D99 E99 F99  
8 8 0 .BBC..DDFC..AAFQ..GEEQOPG..QOPRRR.OP O98 P98 R97 G99 E99 F98 A99 B99  
8 8 0 GBBC..GDDC.PAA.QOPEE.QOP..FQO...FRRR E98 O99 A99 G96 E99 F99 D99 B99  
8 8 0 GBBC..GDDCOP.AAQOPEEFQOP..FQ...RRR.. R98 F98 E98 G96 E99 F99 D99 B99  
8 8 0 .BBC..DDFC..AAFQO.GEEQOPG..QOP..RRRP G99 P98 E99 F98 A99 R99 O99 B99  
8 8 0 BB.C..GDDC.PGAAQ.PEEFQOP..FQO.RRR.O. O98 R97 F98 E98 G97 D99 E99 F99  
8 8 0 BB.C..GDDCO.GAAQO.EEFQOP..FQ.P.RRR.P P98 R98 F98 E98 G97 D99 E99 F99  
8 8 0 BB.C..GDDC.PGAAQ.PEEFQOP..FQO..RRRO. O98 R98 F98 E98 G97 D99 E99 F99  
8 8 0 GBBCO.GDDCOP.AAQOPEEFQ.P..FQ.....RRR F98 E98 G96 D99 E99 F99 O99 B99  
8 8 0 BBFCO.DDFCO..AAQO.GEEQ.PG..Q.P..RRRP O99 G99 E99 A98 F97 A99 P98 R99  
8 8 0 .BBCO.DDFCO.AAFQO.GEEQ.PG..Q.PRRR..P O99 P98 R97 G99 E99 F98 A99 B99  
8 8 0 GBBC..GDDCOP.AAQOPEEFQOP..FQ..RRR... R97 F98 E98 G96 E99 F99 D99 B99  
8 8 0 BB.CO.DDFCO.AAF.OPGEEQ.PG..Q.PRRRQ.. O99 Q99 R97 P99 G99 E99 F98 A99  
8 8 0 .BBC..DDFC..AAFQ.PGEEQOPG..QOPRRR.O. B99 O98 R97 P99 G99 E99 F98 A99  
8 8 0 GBBC..GDDCOPAA.QOPEEFQOP..FQ.....RRR F98 E98 A99 G96 E99 F99 D99 B99  
8 8 0 GBBC..GDDCOPAAFQOPEEFQOP...Q.....RRR F97 E98 A99 G96 E99 F99 D99 B99  
8 8 0 GBBC..GDDCOP.AAQOPEEFQOP..FQ....RRR. R99 F98 E98 G96 E99 F99 D99 B99  
8 8 0 BB.C..DDFC..AAF.OPGEEQOPG..QOPRRRQ.. O99 Q99 R97 P99 G99 E99 F98 A99  
8 8 0 BBFC.PDDFC.P.AAQOPGEEQO.G..QO...RRR. O99 G99 E99 A98 F97 R99 P99 A99  
8 8 0 BB....DDFC.PAAFC.PGEEQOPG..QO.RRRQO. C99 O98 Q99 R97 G99 E99 F98 A99  
8 8 0 GBBC..GDDC.P.AAQOPEEFQOP..FQO....RRR O99 F98 E98 G96 E99 F99 D99 B99  
8 8 0 BBFCO.DDFCO..AAQO.GEEQ.PG..Q.P.RRR.P G99 A98 E99 F97 A99 P98 R98 O99  
8 8 0 BBFC..DDFC...AAQOPGEEQOPG..QOP..RRR. G99 E99 A98 F97 R99 O99 P99 A99  
8 8 0 BBFCOPDDFCOPGAAQOPGEEQ.....Q....RRR. O99 G98 E99 A98 F97 R99 P99 A99  
8 8 0 .BBC..DDFC.PAAF..PGEEQOPG..QO.RRRQO. O98 Q99 R97 G99 E99 F98 A99 B99  
8 8 0 BBF...DDFCOPGAACOPGEEQOP...Q..RRRQ.. C99 Q99 R97 G98 E99 A98 F97 A99  
8 8 0 .BBCO.DDFCOPAAF.OPGEEQ.PG..Q..RRRQ.. O99 Q99 R97 G99 E99 F98 A99 B99  
8 8 0 BBFC..DDFC..GAAQ.PGEEQOP...QOP.RRRO. G98 E99 A98 O98 P99 F97 R98 A99  
8 8 0 BB....DDFCO.AAFCO.GEEQOPG..Q.PRRRQ.P C99 P98 Q99 R97 G99 E99 F98 A99  
8 8 0 BBFC..DDFC...AAQO.GEEQOPG..QOP.RRR.P A98 O99 P98 G99 E99 F97 R98 A99  
8 8 0 BBFC.PDDFC.PGAAQOPGEEQO....QO.RRR... R97 G98 E99 A98 F97 O99 P99 A99  
9 9 0 GBBC.PGDDC.P.AAQOPEEFQO...FQO....RRR F98 E98 G96 B99 D99 E99 P99 F99 O99  
9 9 0 ..FBB.DDFCOPAA.COPGEEQOPG..Q..RRRQ.. F97 B97 C99 Q99 R97 G99 E99 F98 A99  
9 9 0 ...CBBDDFCOPAAF.OPGEEQOPG..Q..RRRQ.. C98 B96 C99 Q99 R97 G99 E99 F98 A99  
9 9 0 BBFC..DDFC..GAA..PGEEQOP...QOPRRRQO. O98 Q99 R97 P99 G98 E99 A98 F97 A99  
9 9 0 BB..OPDDFCOPAAFCOPGEEQ..G..Q..RRRQ.. P99 C99 O99 Q99 R97 G99 E99 F98 A99  
9 9 0 BBFC.PDDFC.PGAA..PGEEQO....QO.RRRQO. Q99 O98 P99 R97 G98 E99 A98 F97 A99  
9 9 0 BBF..PDDFCOPGAACOPGEEQO....Q..RRRQ.. C99 Q99 P99 R97 G98 E99 A98 F97 A99  
9 9 0 .BBC..GDDC.PGAAQOPEEFQOP..FQO...RRR. R99 O99 F98 E98 G97 E99 F99 D99 B99  
9 9 0 GBBC.PGDDC.PAA.QOPEE.QO...FQO...FRRR A99 E98 G96 B99 D99 E99 P99 F99 O99  
9 9 0 BB....DDFC..AAFCO.GEEQOPG..QOPRRRQ.P P98 C99 O99 Q99 R97 G99 E99 F98 A99  
9 9 0 BBFCO.DDFCO..AA.OPGEEQ.PG..Q.PRRRQ.. Q99 R97 G99 E99 A98 F97 O99 P99 A99  
9 9 0 BB..O.DDFCO.AAFCO.GEEQ.PG..Q.PRRRQ.P P98 C99 O99 Q99 R97 G99 E99 F98 A99  
9 9 0 BB.CO.GDDCO.GAAQO.EEFQ.P..FQ.P.RRR.P P98 R98 F98 E98 G97 D99 O99 E99 F99  
9 9 0 .BBC.PDDFC.PAAF..PGEEQO.G..QO.RRRQO. B99 O98 Q99 R97 P99 G99 E99 F98 A99  
9 9 0 BBFC..DDFCO.G.AAOPGEEQOP...Q.PRRRQ.. A97 Q99 R97 P99 G98 E99 A98 F97 A99  
9 9 0 BB...PDDFC.PAAFC.PGEEQO.G..QO.RRRQO. C99 O98 Q99 R97 P99 G99 E99 F98 A99  
9 9 0 BB.CO.GDDCO.GAAQOPEEFQ.P..FQ.P.RRR.. P99 R98 F98 E98 G97 D99 O99 E99 F99  
9 9 0 .BBCO.GDDCOPGAAQOPEEFQ.P..FQ...RRR.. B99 R98 F98 E98 G97 D99 O99 E99 F99  
9 9 0 BB.COPGDDCOPGAAQOPEEFQ....FQ...RRR.. P99 R98 F98 E98 G97 D99 O99 E99 F99  
9 9 0 BBFC..DDFC..GAA.OPGEEQOP...QOPRRRQ.. O99 Q99 R97 P99 G98 E99 A98 F97 A99  
9 9 0 BBF...DDFCO.GAACOPGEEQOP...Q.PRRRQ.. C99 Q99 R97 P99 G98 E99 A98 F97 A99  
9 9 0 BB.C.PGDDC.PGAAQOPEEFQO...FQO..RRR.. R98 F98 E98 G97 D99 E99 P99 F99 O99  
9 9 0 BB..O.DDFCO.AAFCOPGEEQ.PG..Q.PRRRQ.. P99 C99 O99 Q99 R97 G99 E99 F98 A99  
9 9 0 BBFCO.DDFCO.GAA.OPGEEQ.P...Q.PRRRQ.. O99 Q99 R97 P99 G98 E99 A98 F97 A99  
9 9 0 ..F.BBDDFCOPAA.COPGEEQOPG..Q..RRRQ.. F97 B96 C99 Q99 R97 G99 E99 F98 A99  
9 9 0 BB.C.PGDDC.PGAAQOPEEFQO...FQO.RRR... R97 F98 E98 G97 D99 E99 P99 F99 O99  
9 9 0 ....BBDDFCO.AAFCO.GEEQOPG..Q.PRRRQ.P P98 B96 C99 Q99 R97 G99 E99 F98 A99  
9 9 0 BB.C.PGDDC.PGAAQOPEEFQO...FQO...RRR. R99 F98 E98 G97 D99 E99 P99 F99 O99  
9 9 0 ..BB.PDDFCOPAAFCOPGEEQO.G..Q..RRRQ.. B98 C99 Q99 R97 P99 G99 E99 F98 A99  
9 9 0 ....BBDDFC.PAAFC.PGEEQOPG..QO.RRRQO. O98 B96 C99 Q99 R97 G99 E99 F98 A99  
9 9 0 .BBC.PDDFC.PAAF.OPGEEQO.G..QO.RRRQ.. B99 O99 Q99 R97 P99 G99 E99 F98 A99  
9 9 0 .BB..PDDFCOPAAFCOPGEEQO.G..Q..RRRQ.. B99 C99 Q99 R97 P99 G99 E99 F98 A99  
9 9 0 ....BBDDFCO.AAFCOPGEEQOPG..Q.PRRRQ.. P99 B96 C99 Q99 R97 G99 E99 F98 A99  
9 9 0 .BBC.PGDDC.PGAAQOPEEFQO...FQO....RRR B99 F98 E98 G97 D99 E99 P99 F99 O99  
9 9 0 ..BBO.DDFCOPAAFCOPGEEQ.PG..Q..RRRQ.. B98 C99 O99 Q99 R97 G99 E99 F98 A99  
9 9 0 BB....DDFC..AAFCOPGEEQOPG..QOPRRRQ.. P99 C99 O99 Q99 R97 G99 E99 F98 A99  
9 9 0 .BB...DDFC.PAAFCOPGEEQOPG..QO.RRRQ.. B99 C99 O99 Q99 R97 G99 E99 F98 A99  
9 9 0 BBFC..DDFC...AA.OPGEEQOPG..QOPRRRQ.. Q99 R97 G99 E99 A98 F97 O99 P99 A99  
9 9 0 .BBCO.GDDCO.GAAQOPEEFQ.P..FQ.P...RRR F98 B99 P99 E98 G97 D99 O99 E99 F99  
9 9 0 .BB.O.DDFCOPAAFCOPGEEQ.PG..Q..RRRQ.. B99 C99 O99 Q99 R97 G99 E99 F98 A99  
9 9 0 BB...PDDFC.PAAFCOPGEEQO.G..QO.RRRQ.. P99 C99 O99 Q99 R97 G99 E99 F98 A99  
9 9 0 ..BB..DDFC.PAAFCOPGEEQOPG..QO.RRRQ.. B98 C99 O99 Q99 R97 G99 E99 F98 A99  
9 9 0 ....BBDDFC.PAAFCOPGEEQOPG..QO.RRRQ.. B96 C99 O99 Q99 R97 G99 E99 F98 A99  
9 9 0 ...BB.DDFCO.AAFCO.GEEQOPG..Q.PRRRQ.P P98 B97 C99 Q99 R97 G99 E99 F98 A99  
9 9 0 .BBCOPDDFCOPAAF.OPGEEQ..G..Q..RRRQ.. Q99 R97 G99 B99 E99 F98 O99 P99 A99  
9 9 0 .BBC..DDFC..AAF.O.GEEQOPG..QOPRRRQ.P O99 P98 Q99 R97 G99 E99 F98 A99 B99  
9 9 0 ...BB.DDFCO.AAFCOPGEEQOPG..Q.PRRRQ.. P99 B97 C99 Q99 R97 G99 E99 F98 A99  
9 9 0 ...BBPDDFCOPAAFCOPGEEQO.G..Q..RRRQ.. P99 B97 C99 Q99 R97 G99 E99 F98 A99  
9 9 0 .BBC..DDFC..AAF...GEEQOPG..QOPRRRQOP O98 P98 Q99 R97 G99 E99 F98 A99 B99  
9 9 0 ...BB.DDFC.PAAFC.PGEEQOPG..QO.RRRQO. O98 B97 C99 Q99 R97 G99 E99 F98 A99  
9 9 0 .BBCO.DDFCO.AAF.O.GEEQ.PG..Q.PRRRQ.P O99 P98 Q99 R97 G99 E99 F98 A99 B99  
9 9 0 BB....DDFC..AAFC.PGEEQOPG..QOPRRRQO. C99 O98 Q99 R97 P99 G99 E99 F98 A99  
9 9 0 BBFC.PDDFC.P.AA.OPGEEQO.G..QO.RRRQ.. Q99 R97 G99 E99 A98 F97 O99 P99 A99  
9 9 0 BB.CO.GDDCOPGAA.OPEEFQ.P..FQ..RRRQ.. Q99 R97 F98 E98 G97 D99 O99 E99 F99  
9 9 0 .BB...DDFCO.AAFCO.GEEQOPG..Q.PRRRQ.P C99 P98 Q99 R97 G99 E99 F98 A99 B99  
9 9 0 BBFC..DDFC....AAOPGEEQOPG..QOPRRRQ.. A97 Q99 R97 G99 E99 F97 O99 P99 A99  
9 9 0 ..BB..DDFCO.AAFCOPGEEQOPG..Q.PRRRQ.. B98 C99 Q99 R97 P99 G99 E99 F98 A99  
9 9 0 .BBCO.DDFCO.AAF.OPGEEQ.PG..Q.PRRRQ.. Q99 B99 O99 R97 P99 G99 E99 F98 A99  
9 9 0 .BBC..DDFC..AAF.OPGEEQOPG..QOPRRRQ.. P99 O99 Q99 R97 G99 E99 F98 A99 B99  
9 9 0 BB....DDFC..AAFC..GEEQOPG..QOPRRRQOP C99 O98 P98 Q99 R97 G99 E99 F98 A99  
9 9 0 .BB...DDFC.PAAFC.PGEEQOPG..QO.RRRQO. O98 C99 Q99 R97 G99 E99 F98 A99 B99  
9 9 0 .BB...DDFCO.AAFCOPGEEQOPG..Q.PRRRQ.. B99 C99 Q99 R97 P99 G99 E99 F98 A99  
9 9 0 BBF...DDFC..AA.COPGEEQOPG..QOPRRRQ.. C99 Q99 R97 G99 E99 F97 O99 P99 A99  
9 9 0 ...BB.DDFC.PAAFCOPGEEQOPG..QO.RRRQ.. O99 B97 C99 Q99 R97 G99 E99 F98 A99  
9 9 0 .BBC..GDDC..GAAQOPEEFQOP..FQOP...RRR P99 O99 F98 E98 G97 E99 F99 D99 B99  
9 9 0 BBF..PDDFC.PAA.COPGEEQO.G..QO.RRRQ.. C99 O99 P99 Q99 R97 G99 E99 F97 A99  
9 9 0 .BBC..DDFC..AAF..PGEEQOPG..QOPRRRQO. B99 O98 Q99 R97 P99 G99 E99 F98 A99  
9 9 0 GBBC..GDDCO.AA.QOPEEFQOP..FQ.P...RRR F98 E98 A99 G96 E99 D99 F99 P99 B99  
9 9 0 GBBC..GDDC..AA.QOPEE.QOP..FQOP..FRRR O99 E98 A99 G96 E99 D99 F99 P99 B99  
9 9 0 BBFC..DDFC...AA..PGEEQOPG..QOPRRRQO. O98 P99 Q99 A98 R97 G99 E99 F97 A99  
9 9 0 BBFC..DDFC...AA.O.GEEQOPG..QOPRRRQ.P O99 P98 Q99 A98 R97 G99 E99 F97 A99  
9 9 0 GBBCO.GDDCO.AA.QOPEE.Q.P..FQ.P..FRRR O99 E98 A99 G96 E99 D99 F99 P99 B99  
9 9 0 BBFC.PDDFC.P..AAOPGEEQO.G..QO.RRRQ.. A97 O99 P99 Q99 R97 G99 E99 F97 A99  
9 9 0 BBFCOPDDFCOP..AAOPGEEQ..G..Q..RRRQ.. O99 P99 A97 Q99 R97 G99 E99 F97 A99  
9 9 0 BBFC..DDFC..GAA...GEEQOP...QOPRRRQOP O98 Q99 P98 R97 G98 E99 A98 F97 A99  
9 9 0 BBFCOPDDFCOPGAA.OPGEEQ.....Q..RRRQ.. O99 Q99 P99 R97 G98 E99 A98 F97 A99  
9 9 0 BBFCO.DDFCO..AA.O.GEEQ.PG..Q.PRRRQ.P O99 P98 Q99 A98 R97 G99 E99 F97 A99  
9 9 0 BBF...DDFCO..AACO.GEEQOPG..Q.PRRRQ.P C99 P98 Q99 A98 R97 G99 E99 F97 A99  
9 9 0 BBFC..DDFC...AA...GEEQOPG..QOPRRRQOP O98 P98 Q99 A98 R97 G99 E99 F97 A99  
9 9 0 BBF...DDFCO..AACOPGEEQOPG..Q.PRRRQ.. C99 P99 Q99 A98 R97 G99 E99 F97 A99  
9 9 0 BB.CO.GDDCO.GAAQO.EEFQ.P..FQ.PRRR..P P98 R97 F98 E98 G97 D99 O99 E99 F99  
9 9 0 ..BB..DDFC.PAAFC.PGEEQOPG..QO.RRRQO. O98 B98 C99 Q99 R97 G99 E99 F98 A99  
9 9 0 GBBC..GDDCO.AAFQOPEEFQOP...Q.P...RRR F97 E98 A99 G96 E99 D99 F99 P99 B99  
9 9 0 BB.CO.GDDCO.GAAQOPEEFQ.P..FQ.PRRR... P99 R97 F98 E98 G97 D99 O99 E99 F99  
9 9 0 BB.COPGDDCOPGAAQOPEEFQ....FQ..RRR... P99 R97 F98 E98 G97 D99 O99 E99 F99  
9 9 0 ..BB..DDFCO.AAFCO.GEEQOPG..Q.PRRRQ.P P98 B98 C99 Q99 R97 G99 E99 F98 A99  
9 9 0 .BBCO.GDDCOPGAAQOPEEFQ.P..FQ..RRR... B99 R97 F98 E98 G97 D99 O99 E99 F99  
9 9 0 .BBC..GDDC.PGAAQOPEEFQOP..FQO.RRR... R97 O99 F98 E98 G97 E99 F99 D99 B99  
9 9 0 BBFC.PDDFCOPG.AAOPGEEQO....Q..RRRQ.. A97 Q99 P99 R97 G98 E99 A98 F97 A99  
9 9 0 GBBC..GDDC...AAQOPEEFQOP..FQOP...RRR F98 O99 E98 G96 E99 D99 F99 P99 B99  
9 9 0 BBF...DDFC..AA.CO.GEEQOPG..QOPRRRQ.P C99 O99 P98 Q99 R97 G99 E99 F97 A99  
9 9 0 .BBC..GDDC.PGAAQOPEEFQOP..FQO..RRR.. R98 O99 F98 E98 G97 E99 F99 D99 B99  
9 9 0 BBFC.PDDFC.PGAA.OPGEEQO....QO.RRRQ.. O99 Q99 P99 R97 G98 E99 A98 F97 A99  
9 9 0 .BBCOPGDDCOPGAAQOPEEFQ....FQ.....RRR F98 P99 B99 E98 G97 D99 O99 E99 F99  
9 9 0 BBFC..DDFC......AAGEEQOPG..QOPRRRQOP A95 Q99 P98 O98 R97 G99 E99 F97 A99  
